date,BDI,BCI,BPI,BSI,BHSI
2004-02-10,1358,1788,1358,1086,883
2004-02-11,1354,1783,1354,1083,880
2004-02-14,1351,1775,1351,1081,878
2004-02-15,1348,1765,1348,1078,876
2004-02-16,1347,1763,1347,1078,876
2004-02-17,1346,1761,1346,1077,875
2004-02-18,1343,1756,1343,1074,873
2004-02-21,1340,1748,1340,1072,871
2004-02-22,1335,1739,1335,1068,868
2004-02-23,1334,1734,1334,1067,867
2004-02-24,1343,1734,1343,1074,873
2004-02-25,1356,1740,1356,1085,881
2004-02-28,1364,1746,1364,1091,887
2004-02-29,1369,1753,1369,1095,890
2004-03-01,1376,1768,1376,1101,894
2004-03-02,1385,1789,1385,1108,900
2004-03-03,1393,1807,1393,1114,905
2004-03-06,1397,1817,1397,1118,908
2004-03-07,1403,1825,1403,1122,912
2004-03-08,1409,1825,1409,1127,916
2004-03-09,1417,1839,1417,1134,921
2004-03-10,1428,1863,1428,1142,928
2004-03-13,1430,1868,1430,1144,930
2004-03-14,1435,1876,1435,1148,933
2004-03-15,1442,1885,1442,1154,937
2004-03-16,1445,1890,1445,1156,939
2004-03-17,1446,1889,1446,1157,940
2004-03-20,1445,1885,1445,1156,939
2004-03-21,1445,1880,1445,1156,939
2004-03-22,1443,1874,1443,1154,938
2004-03-23,1444,1868,1444,1155,939
2004-03-24,1446,1864,1446,1157,940
2004-03-27,1445,1856,1445,1156,939
2004-03-28,1446,1848,1446,1157,940
2004-03-29,1447,1843,1447,1158,941
2004-03-30,1451,1843,1451,1161,943
2004-03-31,1459,1850,1459,1167,948
2004-04-03,1469,1861,1469,1175,955
2004-04-04,1489,1904,1489,1191,968
2004-04-05,1514,1950,1514,1211,984
2004-04-06,1540,1999,1540,1232,1001
2004-04-07,1560,2035,1560,1248,1014
2004-04-10,1573,2056,1573,1258,1022
2004-04-11,1582,2059,1582,1266,1028
2004-04-12,1592,2064,1592,1274,1035
2004-04-13,1602,2078,1602,1282,1041
2004-04-14,1612,2088,1612,1290,1048
2004-04-17,1625,2112,1625,1300,1056
2004-04-18,1637,2141,1637,1310,1064
2004-04-19,1651,2169,1651,1321,1073
2004-04-20,1663,2195,1663,1330,1081
2004-04-21,1689,2258,1689,1351,1098
2004-04-24,1704,2295,1704,1363,1108
2004-04-25,1714,2320,1714,1371,1114
2004-04-26,1728,2354,1728,1382,1123
2004-04-27,1735,2372,1735,1388,1128
2004-04-28,1737,2375,1737,1390,1129
2004-05-01,1739,2381,1739,1391,1130
2004-05-02,1738,2380,1738,1390,1130
2004-05-11,1738,2393,1738,1390,1130
2004-05-12,1739,2411,1739,1391,1130
2004-05-15,1742,2426,1742,1394,1132
2004-05-16,1746,2432,1746,1397,1135
2004-05-17,1749,2432,1749,1399,1137
2004-05-18,1758,2431,1758,1406,1143
2004-05-19,1761,2418,1761,1409,1145
2004-05-22,1760,2408,1760,1408,1144
2004-05-23,1753,2376,1753,1402,1139
2004-05-24,1748,2342,1748,1398,1136
2004-05-25,1733,2285,1733,1386,1126
2004-05-26,1722,2244,1722,1378,1119
2004-05-29,1718,2226,1718,1374,1117
2004-05-30,1715,2218,1715,1372,1115
2004-05-31,1704,2199,1704,1363,1108
2004-06-01,1680,2175,1680,1344,1092
2004-06-02,1653,2161,1653,1322,1074
2004-06-05,1626,2144,1626,1301,1057
2004-06-06,1593,2121,1593,1274,1035
2004-06-07,1557,2086,1557,1246,1012
2004-06-08,1540,2062,1540,1232,1001
2004-06-09,1530,2037,1530,1224,994
2004-06-12,1530,2025,1530,1224,994
2004-06-13,1542,2016,1542,1234,1002
2004-06-14,1559,2017,1559,1247,1013
2004-06-15,1577,2025,1577,1262,1025
2004-06-16,1596,2059,1596,1277,1037
2004-06-19,1610,2090,1610,1288,1046
2004-06-20,1627,2136,1627,1302,1058
2004-06-21,1639,2176,1639,1311,1065
2004-06-22,1659,2234,1659,1327,1078
2004-06-23,1673,2275,1673,1338,1087
2004-06-26,1693,2335,1693,1354,1100
2004-06-27,1709,2385,1709,1367,1111
2004-06-28,1728,2437,1728,1382,1123
2004-06-29,1745,2472,1745,1396,1134
2004-06-30,1758,2492,1758,1406,1143
2004-07-03,1767,2502,1767,1414,1149
2004-07-04,1768,2508,1768,1414,1149
2004-07-05,1767,2505,1767,1414,1149
2004-07-06,1763,2493,1763,1410,1146
2004-07-07,1764,2485,1764,1411,1147
2004-07-10,1762,2474,1762,1410,1145
2004-07-11,1754,2450,1754,1403,1140
2004-07-12,1749,2440,1749,1399,1137
2004-07-13,1748,2433,1748,1398,1136
2004-07-14,1753,2431,1753,1402,1139
2004-07-17,1756,2430,1756,1405,1141
2004-07-18,1765,2429,1765,1412,1147
2004-07-19,1779,2433,1779,1423,1156
2004-07-20,1802,2459,1802,1442,1171
2004-07-21,1833,2502,1833,1466,1191
2004-07-24,1863,2548,1863,1490,1211
2004-07-25,1887,2573,1887,1510,1227
2004-07-26,1909,2600,1909,1527,1241
2004-07-27,1924,2629,1924,1539,1251
2004-07-28,1935,2651,1935,1548,1258
2004-07-31,1940,2662,1940,1552,1261
2004-08-01,1940,2660,1940,1552,1261
2004-08-02,1936,2646,1936,1549,1258
2004-08-03,1933,2630,1933,1546,1256
2004-08-04,1938,2621,1938,1550,1260
2004-08-07,1939,2609,1939,1551,1260
2004-08-08,1943,2608,1943,1554,1263
2004-08-09,1959,2634,1959,1567,1273
2004-08-10,1977,2660,1977,1582,1285
2004-08-11,1977,2660,1977,1582,1285
2004-08-14,2011,2695,2011,1609,1307
2004-08-15,2022,2699,2022,1618,1314
2004-08-16,2034,2704,2034,1627,1322
2004-08-17,2051,2711,2051,1641,1333
2004-08-18,2069,2718,2069,1655,1345
2004-08-21,2081,2725,2081,1665,1353
2004-08-22,2088,2722,2088,1670,1357
2004-08-23,2091,2721,2091,1673,1359
2004-08-24,2093,2725,2093,1674,1360
2004-08-29,2097,2734,2097,1678,1363
2004-08-30,2105,2756,2105,1684,1368
2004-08-31,2115,2773,2115,1692,1375
2004-09-01,2124,2781,2124,1699,1381
2004-09-04,2133,2790,2133,1706,1386
2004-09-05,2139,2795,2139,1711,1390
2004-09-06,2142,2797,2142,1714,1392
2004-09-07,2145,2797,2145,1716,1394
2004-09-08,2152,2810,2152,1722,1399
2004-09-12,2160,2818,2160,1728,1404
2004-09-13,2173,2829,2173,1738,1412
2004-09-14,2193,2860,2193,1754,1425
2004-09-15,2212,2886,2212,1770,1438
2004-09-18,2227,2906,2227,1782,1448
2004-09-19,2248,2937,2248,1798,1461
2004-09-20,2266,2964,2266,1813,1473
2004-09-21,2291,3008,2291,1833,1489
2004-09-22,2317,3083,2317,1854,1506
2004-09-25,2317,3083,2317,1854,1506
2004-09-27,2325,3145,2325,1860,1511
2004-09-29,2272,3078,2272,1818,1477
2004-10-03,2218,2989,2218,1774,1442
2004-10-04,2178,2904,2178,1742,1416
2004-10-05,2145,2826,2145,1716,1394
2004-10-06,2127,2792,2127,1702,1383
2004-10-09,2116,2770,2116,1693,1375
2004-10-10,2123,2798,2123,1698,1380
2004-10-11,2128,2834,2128,1702,1383
2004-10-12,2135,2881,2135,1708,1388
2004-10-13,2135,2881,2135,1708,1388
2004-10-17,2130,2945,2130,1704,1384
2004-10-18,2132,2952,2132,1706,1386
2004-10-19,2135,2957,2135,1708,1388
2004-10-20,2141,2955,2141,1713,1392
2004-10-23,2146,2951,2146,1717,1395
2004-10-24,2149,2942,2149,1719,1397
2004-10-25,2154,2940,2154,1723,1400
2004-10-26,2153,2935,2153,1722,1399
2004-10-30,2143,2915,2143,1714,1393
2004-10-31,2134,2890,2134,1707,1387
2004-11-01,2131,2866,2131,1705,1385
2004-11-02,2129,2830,2129,1703,1384
2004-11-06,2125,2772,2125,1700,1381
2004-11-07,2123,2748,2123,1698,1380
2004-11-08,2127,2741,2127,1702,1383
2004-11-09,2131,2738,2131,1705,1385
2004-11-10,2137,2736,2137,1710,1389
2004-11-13,2143,2744,2143,1714,1393
2004-11-14,2155,2767,2155,1724,1401
2004-11-15,2168,2791,2168,1734,1409
2004-11-16,2194,2852,2194,1755,1426
2004-11-17,2217,2909,2217,1774,1441
2004-11-20,2231,2935,2231,1785,1450
2004-11-21,2238,2941,2238,1790,1455
2004-11-23,2236,2907,2236,1789,1453
2004-11-24,2234,2893,2234,1787,1452
2004-11-27,2229,2881,2229,1783,1449
2004-11-29,2211,2858,2211,1769,1437
2004-11-30,2208,2869,2208,1766,1435
2004-12-01,2206,2886,2206,1765,1434
2004-12-04,2203,2892,2203,1762,1432
2004-12-06,2186,2906,2186,1749,1421
2004-12-07,2181,2925,2181,1745,1418
2004-12-08,2176,2948,2176,1741,1414
2004-12-11,2181,2987,2181,1745,1418
2004-12-12,2198,3031,2198,1758,1429
2004-12-13,2230,3096,2230,1784,1450
2004-12-15,2287,3180,2287,1830,1487
2004-12-18,2298,3198,2298,1838,1494
2004-12-19,2314,3216,2314,1851,1504
2004-12-20,2326,3240,2326,1861,1512
2004-12-21,2336,3265,2336,1869,1518
2004-12-22,2343,3293,2343,1874,1523
2004-12-25,2343,3301,2343,1874,1523
2004-12-26,2340,3301,2340,1872,1521
2004-12-27,2331,3298,2331,1865,1515
2004-12-28,2322,3296,2322,1858,1509
2005-01-02,2297,3268,2297,1838,1493
2005-01-03,2284,3252,2284,1827,1485
2005-01-04,2272,3228,2272,1818,1477
2005-01-05,2265,3209,2265,1812,1472
2005-01-08,2262,3193,2262,1810,1470
2005-01-09,2265,3188,2265,1812,1472
2005-01-10,2273,3197,2273,1818,1477
2005-01-11,2284,3215,2284,1827,1485
2005-01-12,2304,3266,2304,1843,1498
2005-01-15,2320,3307,2320,1856,1508
2005-01-17,2341,3366,2341,1873,1522
2005-01-18,2352,3397,2352,1882,1529
2005-01-19,2364,3421,2364,1891,1537
2005-01-22,2379,3447,2379,1903,1546
2005-01-23,2393,3465,2393,1914,1555
2005-01-24,2408,3479,2408,1926,1565
2005-01-25,2431,3503,2431,1945,1580
2005-01-26,2467,3546,2467,1974,1604
2005-01-29,2501,3602,2501,2001,1626
2005-01-31,2501,3602,2501,2001,1626
2005-02-01,2709,3989,2709,2167,1761
2005-02-02,2709,3989,2709,2167,1761
2005-02-05,2870,4199,2870,2296,1866
2005-02-06,2993,4386,2993,2394,1945
2005-02-08,3138,4608,3138,2510,2040
2005-02-09,3245,4772,3245,2596,2109
2005-02-12,3529,5147,3529,2823,2294
2005-02-13,3668,5303,3668,2934,2384
2005-02-14,3829,5467,3829,3063,2489
2005-02-15,4049,5763,4049,3239,2632
2005-02-19,4270,6230,4270,3416,2776
2005-02-20,4299,6408,4299,3439,2794
2005-02-21,4286,6554,4286,3429,2786
2005-02-22,4286,6554,4286,3429,2786
2005-02-23,4363,6770,4363,3490,2836
2005-02-26,4421,6853,4421,3537,2874
2005-02-27,4477,6854,4477,3582,2910
2005-02-28,4514,6825,4514,3611,2934
2005-03-02,4517,6674,4517,3614,2936
2005-03-05,4539,6650,4539,3631,2950
2005-03-06,4547,6627,4547,3638,2956
2005-03-07,4550,6614,4550,3640,2958
2005-03-08,4560,6638,4560,3648,2964
2005-03-09,4555,6655,4555,3644,2961
2005-03-12,4558,6659,4558,3646,2963
2005-03-13,4524,6656,4524,3619,2941
2005-03-14,4524,6656,4524,3619,2941
2005-03-15,4349,6529,4349,3479,2827
2005-03-16,4349,6529,4349,3479,2827
2005-03-19,4274,6429,4274,3419,2778
2005-03-20,4243,6376,4243,3394,2758
2005-03-21,4205,6308,4205,3364,2733
2005-03-22,4142,6149,4142,3314,2692
2005-03-23,4078,5984,4078,3262,2651
2005-03-26,4046,5909,4046,3237,2630
2005-03-27,4026,5867,4026,3221,2617
2005-03-29,4076,5895,4076,3261,2649
2005-03-30,4144,5986,4144,3315,2694
2005-04-02,4193,6053,4193,3354,2725
2005-04-03,4257,6142,4257,3406,2767
2005-04-04,4329,6210,4329,3463,2814
2005-04-05,4378,6245,4378,3502,2846
2005-04-06,4417,6249,4417,3534,2871
2005-04-09,4442,6250,4442,3554,2887
2005-04-10,4464,6254,4464,3571,2902
2005-04-11,4484,6268,4484,3587,2915
2005-04-12,4493,6279,4493,3594,2920
2005-04-13,4515,6351,4515,3612,2935
2005-04-16,4526,6397,4526,3621,2942
2005-04-17,4526,6397,4526,3621,2942
2005-04-18,4570,6531,4570,3656,2970
2005-04-20,4638,6641,4638,3710,3015
2005-04-23,4658,6667,4658,3726,3028
2005-04-24,4668,6682,4668,3734,3034
2005-04-25,4675,6677,4675,3740,3039
2005-04-26,4694,6734,4694,3755,3051
2005-04-27,4721,6807,4721,3777,3069
2005-04-30,4741,6862,4741,3793,3082
2005-05-07,4761,6902,4761,3809,3095
2005-05-11,4761,6919,4761,3809,3095
2005-05-14,4757,6925,4757,3806,3092
2005-05-17,4901,7141,4901,3921,3186
2005-05-18,5046,7349,5046,4037,3280
2005-05-21,5256,7732,5256,4205,3416
2005-05-22,5391,7912,5391,4313,3504
2005-05-23,5459,8030,5459,4367,3548
2005-05-25,5493,8154,5493,4394,3570
2005-05-29,5418,8050,5418,4334,3522
2005-05-30,5345,7892,5345,4276,3474
2005-05-31,5299,7775,5299,4239,3444
2005-06-01,5273,7680,5273,4218,3427
2005-06-04,5262,7585,5262,4210,3420
2005-06-05,5276,7497,5276,4221,3429
2005-06-06,5340,7477,5340,4272,3471
2005-06-07,5457,7545,5457,4366,3547
2005-06-08,5551,7682,5551,4441,3608
2005-06-11,5618,7790,5618,4494,3652
2005-06-13,5681,7947,5681,4545,3693
2005-06-14,5653,7901,5653,4522,3674
2005-06-15,5608,7773,5608,4486,3645
2005-06-18,5545,7607,5545,4436,3604
2005-06-19,5458,7380,5458,4366,3548
2005-06-20,5365,7183,5365,4292,3487
2005-06-21,5276,7036,5276,4221,3429
2005-06-22,5242,6937,5242,4194,3407
2005-06-25,5250,6906,5250,4200,3412
2005-06-26,5290,6900,5290,4232,3438
2005-06-27,5376,6989,5376,4301,3494
2005-06-28,5461,7103,5461,4369,3550
2005-06-29,5516,7173,5516,4413,3585
2005-07-02,5536,7197,5536,4429,3598
2005-07-03,5488,7081,5488,4390,3567
2005-07-04,5394,6866,5394,4315,3506
2005-07-05,5317,6700,5317,4254,3456
2005-07-06,5263,6583,5263,4210,3421
2005-07-09,5205,6459,5205,4164,3383
2005-07-10,5150,6344,5150,4120,3348
2005-07-11,5109,6302,5109,4087,3321
2005-07-12,5135,6382,5135,4108,3338
2005-07-13,5235,6560,5235,4188,3403
2005-07-16,5300,6682,5300,4240,3445
2005-07-17,5344,6729,5344,4275,3474
2005-07-18,5382,6734,5382,4306,3498
2005-07-19,5384,6695,5384,4307,3500
2005-07-20,5352,6586,5352,4282,3479
2005-07-23,5280,6400,5280,4224,3432
2005-07-24,5204,6234,5204,4163,3383
2005-07-25,5122,6095,5122,4098,3329
2005-07-26,5058,5957,5058,4046,3288
2005-07-30,5042,5964,5042,4034,3277
2005-07-31,5044,5984,5044,4035,3279
2005-08-01,5033,5996,5033,4026,3271
2005-08-02,4999,5979,4999,3999,3249
2005-08-03,4959,5917,4959,3967,3223
2005-08-06,4927,5872,4927,3942,3203
2005-08-07,4886,5805,4886,3909,3176
2005-08-08,4822,5693,4822,3858,3134
2005-08-13,4675,5406,4675,3740,3039
2005-08-14,4631,5313,4631,3705,3010
2005-08-15,4604,5274,4604,3683,2993
2005-08-16,4566,5216,4566,3653,2968
2005-08-21,4552,5204,4552,3642,2959
2005-08-22,4571,5276,4571,3657,2971
2005-08-23,4590,5327,4590,3672,2984
2005-08-24,4610,5386,4610,3688,2996
2005-08-27,4635,5463,4635,3708,3013
2005-08-28,4640,5520,4640,3712,3016
2005-08-30,4545,5571,4545,3636,2954
2005-08-31,4461,5485,4461,3569,2900
2005-09-04,4229,5235,4229,3383,2749
2005-09-05,4064,5090,4064,3251,2642
2005-09-06,3982,4959,3982,3186,2588
2005-09-07,3958,4844,3958,3166,2573
2005-09-11,3933,4734,3933,3146,2556
2005-09-12,3909,4610,3909,3127,2541
2005-09-13,3910,4561,3910,3128,2542
2005-09-14,3924,4555,3924,3139,2551
2005-09-17,3928,4560,3928,3142,2553
2005-09-18,3900,4499,3900,3120,2535
2005-09-19,3827,4411,3827,3062,2488
2005-09-20,3747,4355,3747,2998,2436
2005-09-21,3638,4294,3638,2910,2365
2005-09-24,3535,4223,3535,2828,2298
2005-09-25,3452,4172,3452,2762,2244
2005-09-26,3391,4128,3391,2713,2204
2005-09-27,3348,4089,3348,2678,2176
2005-09-28,3336,4070,3336,2669,2168
2005-10-01,3331,4059,3331,2665,2165
2005-10-02,3327,4049,3327,2662,2163
2005-10-03,3308,4030,3308,2646,2150
2005-10-04,3288,4066,3288,2630,2137
2005-10-05,3286,4168,3286,2629,2136
2005-10-09,3282,4247,3282,2626,2133
2005-10-10,3266,4295,3266,2613,2123
2005-10-11,3239,4303,3239,2591,2105
2005-10-12,3185,4260,3185,2548,2070
2005-10-15,3134,4189,3134,2507,2037
2005-10-16,3067,4084,3067,2454,1994
2005-10-18,2939,3910,2939,2351,1910
2005-10-19,2887,3823,2887,2310,1877
2005-10-22,2849,3771,2849,2279,1852
2005-10-23,2810,3721,2810,2248,1826
2005-10-24,2762,3675,2762,2210,1795
2005-10-25,2718,3641,2718,2174,1767
2005-10-26,2667,3608,2667,2134,1734
2005-10-31,2632,3621,2632,2106,1711
2005-11-01,2682,3705,2682,2146,1743
2005-11-05,2812,3953,2812,2250,1828
2005-11-06,2895,4067,2895,2316,1882
2005-11-07,3005,4190,3005,2404,1953
2005-11-08,3115,4333,3115,2492,2025
2005-11-09,3207,4481,3207,2566,2085
2005-11-12,3287,4572,3287,2630,2137
2005-11-13,3400,4697,3400,2720,2210
2005-11-14,3545,4861,3545,2836,2304
2005-11-15,3716,4992,3716,2973,2415
2005-11-16,3716,4992,3716,2973,2415
2005-11-19,4025,5253,4025,3220,2616
2005-11-20,4086,5293,4086,3269,2656
2005-11-21,4068,5307,4068,3254,2644
2005-11-22,4021,5310,4021,3217,2614
2005-11-23,3971,5296,3971,3177,2581
2005-11-26,3930,5255,3930,3144,2554
2005-11-27,3888,5200,3888,3110,2527
2005-11-28,3841,5145,3841,3073,2497
2005-11-29,3800,5118,3800,3040,2470
2005-11-30,3799,5166,3799,3039,2469
2005-12-03,3814,5213,3814,3051,2479
2005-12-04,3832,5250,3832,3066,2491
2005-12-11,4177,5963,4177,3342,2715
2005-12-12,4205,6032,4205,3364,2733
2005-12-13,4180,6012,4180,3344,2717
2005-12-14,4129,5959,4129,3303,2684
2005-12-17,4100,5927,4100,3280,2665
2005-12-18,4088,5915,4088,3270,2657
2005-12-19,4098,5951,4098,3278,2664
2005-12-20,4120,5989,4120,3296,2678
2005-12-21,4148,6026,4148,3318,2696
2005-12-24,4161,6043,4161,3329,2705
2005-12-25,4180,6054,4180,3344,2717
2005-12-26,4188,6032,4188,3350,2722
2005-12-27,4193,5985,4193,3354,2725
2005-12-28,4195,5916,4195,3356,2727
2005-12-31,4206,5882,4206,3365,2734
2006-01-01,4213,5883,4213,3370,2738
2006-01-02,4224,5907,4224,3379,2746
2006-01-04,4225,5919,4225,3380,2746
2006-01-08,4186,5860,4186,3349,2721
2006-01-09,4134,5796,4134,3307,2687
2006-01-10,4077,5685,4077,3262,2650
2006-01-11,4040,5592,4040,3232,2626
2006-01-14,4014,5506,4014,3211,2609
2006-01-15,4018,5503,4018,3214,2612
2006-01-17,4109,5683,4109,3287,2671
2006-01-18,4163,5779,4163,3330,2706
2006-01-21,4192,5814,4192,3354,2725
2006-01-22,4205,5800,4205,3364,2733
2006-01-23,4208,5776,4208,3366,2735
2006-01-24,4214,5748,4214,3371,2739
2006-01-25,4220,5708,4220,3376,2743
2006-01-28,4233,5689,4233,3386,2751
2006-01-29,4229,5635,4229,3383,2749
2006-01-30,4222,5571,4222,3378,2744
2006-01-31,4180,5400,4180,3344,2717
2006-02-01,4149,5305,4149,3319,2697
2006-02-04,4123,5232,4123,3298,2680
2006-02-05,4106,5208,4106,3285,2669
2006-02-06,4100,5205,4100,3280,2665
2006-02-07,4105,5225,4105,3284,2668
2006-02-13,4157,5358,4157,3326,2702
2006-02-14,4254,5580,4254,3403,2765
2006-02-15,4313,5700,4313,3450,2803
2006-02-18,4354,5783,4354,3483,2830
2006-02-19,4408,5863,4408,3526,2865
2006-02-20,4473,5944,4473,3578,2907
2006-02-21,4522,5985,4522,3618,2939
2006-02-22,4572,6016,4572,3658,2972
2006-02-25,4602,6039,4602,3682,2991
2006-02-26,4625,6068,4625,3700,3006
2006-02-27,4663,6133,4663,3730,3031
2006-02-28,4727,6264,4727,3782,3073
2006-03-04,4828,6426,4828,3862,3138
2006-03-05,4877,6511,4877,3902,3170
2006-03-06,4901,6575,4901,3921,3186
2006-03-11,4928,6703,4928,3942,3203
2006-03-12,4937,6785,4937,3950,3209
2006-03-13,4950,6894,4950,3960,3218
2006-03-14,4950,6894,4950,3960,3218
2006-03-15,5027,7140,5027,4022,3268
2006-03-18,5040,7171,5040,4032,3276
2006-03-19,5060,7206,5060,4048,3289
2006-03-20,5082,7256,5082,4066,3303
2006-03-21,5107,7297,5107,4086,3320
2006-03-22,5125,7311,5125,4100,3331
2006-03-25,5152,7333,5152,4122,3349
2006-03-26,5191,7355,5191,4153,3374
2006-03-27,5264,7414,5264,4211,3422
2006-03-28,5335,7475,5335,4268,3468
2006-03-29,5393,7520,5393,4314,3505
2006-04-01,5442,7565,5442,4354,3537
2006-04-02,5514,7624,5514,4411,3584
2006-04-03,5626,7739,5626,4501,3657
2006-04-04,5734,7892,5734,4587,3727
2006-04-05,5870,8096,5870,4696,3816
2006-04-08,5974,8217,5974,4779,3883
2006-04-09,6051,8335,6051,4841,3933
2006-04-10,6092,8417,6092,4874,3960
2006-04-11,6134,8562,6134,4907,3987
2006-04-12,6172,8712,6172,4938,4012
2006-04-15,6208,8858,6208,4966,4035
2006-04-16,6200,8911,6200,4960,4030
2006-04-17,6136,8868,6136,4909,3988
2006-04-18,6013,8663,6013,4810,3908
2006-04-22,5747,8243,5747,4598,3736
2006-04-23,5551,7887,5551,4441,3608
2006-04-24,5363,7517,5363,4290,3486
2006-04-25,5176,7060,5176,4141,3364
2006-04-26,5003,6592,5003,4002,3252
2006-04-29,4899,6384,4899,3919,3184
2006-04-30,4812,6264,4812,3850,3128
2006-05-01,4719,6163,4719,3775,3067
2006-05-02,4639,6077,4639,3711,3015
2006-05-03,4598,6054,4598,3678,2989
2006-05-14,4456,5951,4456,3565,2896
2006-05-15,4395,5910,4395,3516,2857
2006-05-16,4405,5885,4405,3524,2863
2006-05-17,4485,5927,4485,3588,2915
2006-05-20,4627,6166,4627,3702,3008
2006-05-21,4726,6331,4726,3781,3072
2006-05-23,4774,6465,4774,3819,3103
2006-05-24,4721,6387,4721,3777,3069
2006-05-27,4668,6302,4668,3734,3034
2006-05-28,4591,6179,4591,3673,2984
2006-05-30,4358,5711,4358,3486,2833
2006-05-31,4301,5666,4301,3441,2796
2006-06-03,4292,5709,4292,3434,2790
2006-06-04,4307,5789,4307,3446,2800
2006-06-05,4340,5906,4340,3472,2821
2006-06-06,4396,6028,4396,3517,2857
2006-06-07,4461,6169,4461,3569,2900
2006-06-10,4488,6227,4488,3590,2917
2006-06-11,4470,6212,4470,3576,2906
2006-06-12,4408,6122,4408,3526,2865
2006-06-13,4313,5978,4313,3450,2803
2006-06-14,4246,5909,4246,3397,2760
2006-06-17,4192,5805,4192,3354,2725
2006-06-18,4175,5786,4175,3340,2714
2006-06-19,4223,5888,4223,3378,2745
2006-06-20,4320,6106,4320,3456,2808
2006-06-21,4378,6213,4378,3502,2846
2006-06-24,4378,6213,4378,3502,2846
2006-06-25,4511,6432,4511,3609,2932
2006-06-26,4593,6511,4593,3674,2985
2006-06-27,4593,6511,4593,3674,2985
2006-06-28,4763,6679,4763,3810,3096
2006-07-01,4833,6768,4833,3866,3141
2006-07-02,4878,6801,4878,3902,3171
2006-07-03,4880,6743,4880,3904,3172
2006-07-04,4834,6624,4834,3867,3142
2006-07-05,4771,6469,4771,3817,3101
2006-07-08,4726,6376,4726,3781,3072
2006-07-09,4663,6242,4663,3730,3031
2006-07-10,4619,6147,4619,3695,3002
2006-07-11,4619,6153,4619,3695,3002
2006-07-12,4652,6186,4652,3722,3024
2006-07-15,4700,6278,4700,3760,3055
2006-07-16,4745,6353,4745,3796,3084
2006-07-17,4781,6367,4781,3825,3108
2006-07-18,4791,6293,4791,3833,3114
2006-07-22,4741,6054,4741,3793,3082
2006-07-23,4741,5913,4741,3793,3082
2006-07-24,4596,5691,4596,3677,2987
2006-07-25,4575,5664,4575,3660,2974
2006-07-26,4625,5786,4625,3700,3006
2006-07-30,4665,5873,4665,3732,3032
2006-07-31,4665,5872,4665,3732,3032
2006-08-06,4672,5868,4672,3738,3037
2006-08-07,4653,5877,4653,3722,3024
2006-08-09,4627,5991,4627,3702,3008
2006-08-12,4631,6061,4631,3705,3010
2006-08-13,4649,6194,4649,3719,3022
2006-08-14,4660,6301,4660,3728,3029
2006-08-15,4676,6375,4676,3741,3039
2006-08-16,4699,6457,4699,3759,3054
2006-08-19,4721,6527,4721,3777,3069
2006-08-20,4753,6591,4753,3802,3089
2006-08-21,4804,6682,4804,3843,3123
2006-08-22,4824,6725,4824,3859,3136
2006-08-23,4835,6783,4835,3868,3143
2006-08-26,4810,6769,4810,3848,3126
2006-08-27,4735,6672,4735,3788,3078
2006-08-28,4620,6535,4620,3696,3003
2006-08-29,4504,6460,4504,3603,2928
2006-08-30,4381,6386,4381,3505,2848
2006-09-02,4284,6313,4284,3427,2785
2006-09-03,4284,6313,4284,3427,2785
2006-09-05,3921,5743,3921,3137,2549
2006-09-10,3815,5612,3815,3052,2480
2006-09-11,3835,5574,3835,3068,2493
2006-09-12,3898,5584,3898,3118,2534
2006-09-13,3969,5639,3969,3175,2580
2006-09-16,4024,5712,4024,3219,2616
2006-09-17,4016,5727,4016,3213,2610
2006-09-18,3931,5653,3931,3145,2555
